AGE,MARRIAGE,PAY_1,PAY_2,PAY_3,TARGET
49,2,0,0,0,0
43,2,0,0,0,0
51,2,0,0,2,0
45,1,0,0,0,0
39,1,0,0,0,0
43,1,0,0,0,0
41,2,0,0,0,0
47,2,0,0,0,0
43,1,0,0,0,0
47,1,0,0,0,0
46,2,0,0,2,0
39,1,0,0,0,0
43,2,0,0,0,0
45,2,0,0,0,0
49,1,0,0,0,0
40,1,0,0,0,0
43,2,0,0,0,0
43,1,0,0,0,0
44,1,0,0,0,0
44,1,0,0,0,0
43,2,0,0,0,0
49,1,0,0,0,0
49,1,0,0,0,0
46,1,0,0,0,0
45,1,0,0,0,0
51,2,0,0,0,0
43,1,0,0,0,0
43,1,0,0,0,0
46,1,0,0,2,0
52,1,0,0,0,0
46,2,0,0,0,0
43,2,0,0,0,0
44,2,0,0,0,0
48,1,0,0,0,0
45,2,0,0,0,0
49,1,0,0,0,0
45,2,0,0,0,0
49,2,1,2,2,0
45,2,2,2,2,0
42,2,0,0,0,0
40,2,0,0,0,0
40,2,2,2,0,0
47,1,0,0,0,0
38,2,0,0,0,0
46,2,0,0,0,0
40,1,0,0,0,0
39,1,0,0,0,0
38,1,0,0,0,0
42,2,0,0,0,0
48,2,1,0,0,0
43,2,0,0,0,0
45,2,0,0,0,0
51,2,0,0,0,0
44,2,0,0,0,0
41,2,1,0,0,0
47,1,0,0,0,0
46,1,0,0,0,0
42,2,0,0,0,0
44,3,0,0,0,0
48,1,0,0,0,0
45,2,0,0,0,0
46,1,0,0,0,0
47,1,0,0,0,0
42,2,0,0,0,0
44,1,1,2,0,0
46,2,0,0,0,0
44,1,0,0,0,0
45,2,0,2,0,0
49,2,1,0,0,0
47,2,0,0,0,0
45,1,0,0,2,0
45,1,0,0,0,0
45,2,0,0,0,0
41,2,0,0,0,0
43,2,0,0,0,0
43,2,0,0,0,0
47,2,0,0,0,0
51,1,0,0,0,0
44,1,0,0,0,0
48,1,0,0,0,0
41,2,0,0,0,0
38,1,0,0,0,0
47,2,0,0,0,0
45,1,0,0,0,0
48,1,0,0,0,0
42,1,0,0,0,0
46,1,0,0,0,0
43,1,0,0,0,0
45,1,0,0,0,0
42,2,0,0,0,0
51,1,0,0,0,0
46,1,0,0,0,0
45,1,0,0,0,0
46,1,0,0,0,0
47,2,0,0,0,0
50,1,1,0,0,0
45,2,0,0,0,0
49,2,0,0,0,0
43,2,0,0,0,0
46,2,0,0,0,0
43,2,1,2,0,0
40,2,0,0,0,0
43,1,0,0,0,0
47,1,0,0,0,0
47,2,0,0,0,0
45,2,0,0,0,0
41,1,2,0,0,0
48,1,2,2,2,0
39,2,0,0,0,0
42,1,0,0,0,0
37,2,0,0,0,0
44,1,1,1,2,0
50,2,0,0,0,0
42,2,1,3,2,0
48,2,0,0,0,0
48,2,0,0,0,0
41,1,0,0,0,0
39,2,0,0,0,0
47,2,0,0,0,0
43,2,0,0,0,0
42,1,0,0,0,0
48,1,0,0,0,0
43,2,1,2,2,0
45,1,1,0,2,0
44,2,0,0,0,0
44,2,0,0,0,0
50,2,0,0,0,0
44,1,0,0,0,0
46,2,0,0,0,0
46,1,0,0,0,0
46,2,0,0,0,0
46,2,0,0,0,0
46,2,0,0,0,0
43,2,0,0,0,0
42,2,0,0,0,0
43,1,0,0,0,0
42,2,0,0,0,0
48,2,0,0,0,0
45,3,0,0,0,0
42,2,0,0,0,0
43,2,0,0,0,0
52,3,0,0,0,0
51,2,0,0,0,0
47,1,1,0,0,0
42,2,0,0,0,0
47,1,2,2,2,0
39,2,0,0,0,0
47,2,0,0,0,0
46,1,0,0,0,0
45,1,0,0,0,0
41,2,2,2,2,0
48,2,2,2,0,0
50,2,0,0,0,0
42,1,0,0,0,0
42,1,2,0,0,0
41,2,0,0,0,0
49,2,1,0,0,0
44,1,0,0,0,0
45,2,0,0,0,0
41,1,0,0,0,0
44,2,2,0,0,0
43,2,0,0,0,0
46,2,0,0,0,0
50,1,0,0,0,0
44,2,0,0,0,0
46,2,0,0,0,0
48,2,0,0,2,0
49,1,0,0,2,0
44,2,0,0,0,0
46,2,0,0,0,0
40,1,0,0,0,0
45,2,0,0,0,0
48,2,0,0,0,0
45,2,0,0,0,0
43,2,0,0,0,0
42,2,0,0,0,0
50,1,0,0,0,0
44,2,0,0,0,0
47,2,0,0,0,0
43,1,0,0,0,0
40,2,0,0,2,0
41,1,0,0,0,0
50,2,0,0,0,0
43,1,0,0,0,0
40,1,1,0,0,0
37,1,0,0,0,0
40,1,0,0,0,0
37,2,0,0,0,0
44,1,0,0,0,0
41,1,0,0,0,0
51,1,0,0,0,0
44,2,2,0,0,0
46,1,0,0,0,0
47,2,0,0,0,0
44,1,0,0,0,0
45,3,0,0,2,0
41,2,0,0,0,0
44,2,1,0,0,0
50,2,0,0,0,0
46,2,0,0,0,0
46,1,1,0,0,0
50,1,0,0,0,0
49,2,1,2,2,0
48,1,0,0,0,0
39,2,0,0,0,0
49,1,0,0,0,0
45,2,2,0,0,0
47,3,2,0,0,0
50,1,0,0,0,0
46,2,0,0,0,0
42,2,0,0,0,0
49,2,1,0,0,0
52,2,0,0,0,0
44,1,0,0,0,0
45,2,0,0,0,0
43,2,2,2,0,0
47,1,0,0,0,0
48,2,0,0,0,0
52,1,0,0,0,0
47,1,0,0,0,0
48,2,0,0,0,0
46,2,0,0,2,0
48,1,1,2,2,0
47,2,0,0,0,0
49,2,0,0,0,0
45,1,0,0,0,0
44,2,0,0,0,0
47,1,0,0,0,0
46,2,2,0,0,0
49,1,1,0,0,0
43,1,0,0,0,0
39,3,0,0,0,0
49,2,0,0,0,0
47,1,0,0,0,0
45,1,0,0,0,0
41,2,0,0,0,0
41,1,1,0,0,0
41,1,1,2,2,0
40,1,1,3,2,0
44,2,2,2,2,0
42,2,0,2,0,0
46,2,0,0,0,0
45,1,0,0,0,0
44,1,1,0,2,0
45,2,0,0,0,0
47,1,0,0,0,0
48,1,0,0,0,0
42,1,1,0,0,0
46,1,0,0,0,0
47,2,0,0,0,0
46,1,0,0,0,0
45,2,0,0,0,0
45,1,0,0,0,0
45,2,0,0,0,0
51,1,0,0,0,0
44,1,0,0,2,0
43,2,0,0,0,0
42,1,0,0,0,0
48,2,0,0,0,0
44,2,0,0,0,0
46,2,0,0,0,0
42,2,0,0,0,0
45,2,0,0,0,0
44,1,2,3,2,0
49,2,0,0,0,0
51,2,2,2,2,0
49,2,0,0,0,0
45,1,0,2,2,0
46,2,0,0,0,0
43,1,0,0,0,0
44,1,0,0,0,0
49,2,0,0,0,0
48,2,0,0,0,0
47,1,1,0,0,0
49,2,0,0,0,0
44,2,2,0,0,0
47,2,1,0,0,0
44,2,0,0,0,0
45,2,0,0,0,0
42,2,0,0,0,0
46,1,0,0,0,0
44,2,1,0,0,0
48,1,0,0,0,0
52,2,0,0,0,0
41,2,0,0,0,0
44,2,0,0,0,0
47,1,0,0,0,0
49,2,0,0,2,0
44,1,0,0,0,0
44,3,0,0,0,0
48,1,0,0,0,0
45,1,0,0,0,0
43,1,0,0,0,0
44,1,0,0,0,0
45,2,0,0,0,0
44,1,0,0,0,0
47,1,0,0,0,0
51,2,0,0,0,0
46,1,0,0,0,0
36,1,0,0,0,0
50,1,1,2,2,0
43,2,0,0,0,0
45,1,0,0,0,0
44,1,2,2,2,0
46,1,0,0,0,0
43,1,0,0,0,0
48,2,0,0,0,0
43,2,0,0,0,0
42,2,1,2,0,0
43,2,0,0,0,0
50,2,0,0,2,0
48,2,0,0,0,0
47,2,0,0,0,0
50,2,0,0,0,0
45,1,0,2,2,0
38,1,0,0,0,0
52,1,0,0,0,0
50,2,0,0,0,0
43,1,0,0,0,0
44,1,2,2,2,0
37,1,1,0,2,0
37,2,0,0,0,0
43,2,0,0,0,0
49,2,1,0,0,0
49,1,0,0,0,0
40,2,0,0,0,0
45,1,0,0,0,0
44,1,2,0,0,0
43,2,0,0,0,0
47,2,0,0,2,0
49,2,0,2,2,0
49,1,0,0,0,0
48,1,0,0,0,0
47,2,0,0,0,0
45,2,0,0,0,0
40,1,0,0,0,0
49,1,0,0,0,0
39,1,0,0,0,0
44,1,0,0,0,0
44,1,0,0,0,0
50,2,0,0,0,0
41,1,0,0,0,0
42,2,0,0,0,0
45,2,1,0,0,0
48,2,1,2,2,0
44,1,0,0,0,0
47,1,0,0,0,0
43,2,2,0,0,0
41,2,0,0,0,0
42,2,0,0,0,0
45,1,0,0,0,0
42,2,0,0,0,0
52,2,0,0,0,0
47,1,0,0,0,0
44,1,0,0,0,0
44,1,0,0,0,0
53,1,0,0,0,0
44,2,4,4,3,0
44,1,0,0,0,0
47,2,0,0,0,0
51,1,1,0,0,0
47,2,0,0,0,0
47,2,0,0,0,0
48,2,0,0,0,0
50,2,0,0,0,0
42,2,0,0,0,0
40,1,0,0,0,0
48,1,0,0,2,0
48,1,0,0,0,0
48,2,0,0,0,0
52,3,0,0,0,0
47,2,0,0,0,0
48,2,0,0,0,0
47,1,0,0,0,0
44,2,0,0,0,0
43,2,0,0,0,0
39,1,0,0,0,0
50,2,0,0,0,0
39,1,0,0,0,0
49,2,0,0,0,0
49,1,0,0,0,0
44,1,0,0,0,0
49,1,0,0,0,0
54,1,0,0,0,0
56,2,0,0,0,0
51,2,0,0,0,0
44,2,0,0,0,0
53,2,0,0,0,0
50,2,0,0,0,0
63,1,0,0,0,0
51,2,2,2,2,0
55,1,0,0,0,0
57,2,0,0,0,0
46,2,0,0,0,0
52,2,0,0,0,0
47,2,0,0,0,0
52,2,1,0,0,0
57,1,0,0,0,0
57,2,0,0,0,0
50,2,0,0,0,0
57,2,0,0,0,0
56,1,0,0,0,0
50,2,0,0,0,0
55,1,0,0,0,0
57,2,0,0,0,0
52,1,0,0,0,0
53,2,0,0,0,0
57,2,0,0,0,0
57,2,0,0,0,0
49,2,0,0,0,0
42,1,0,0,0,0
52,2,0,0,0,0
49,2,0,0,0,0
52,1,0,0,2,0
57,2,0,0,0,0
58,1,0,0,0,0
58,2,0,0,0,0
52,1,1,2,0,0
53,1,0,0,0,0
52,3,0,0,0,0
46,1,0,0,0,0
54,2,0,0,0,0
54,1,0,0,0,0
55,1,0,0,0,0
48,2,0,0,0,0
54,2,0,0,0,0
57,1,0,0,0,0
54,2,1,0,0,0
56,1,0,0,0,0
53,3,0,0,0,0
51,2,0,0,0,0
53,2,0,0,0,0
53,2,1,2,3,0
49,2,0,0,0,0
53,2,0,0,0,0
55,1,1,0,0,0
55,1,0,0,0,0
49,2,0,0,0,0
50,1,0,0,0,0
57,1,0,0,0,0
52,2,1,2,2,0
56,1,0,0,0,0
48,1,0,0,0,0
52,1,0,0,0,0
52,2,0,0,0,0
49,1,0,0,0,0
46,2,0,0,0,0
54,1,0,0,0,0
59,2,1,2,0,0
52,2,0,0,0,0
58,1,0,0,0,0
52,2,0,0,0,0
48,2,2,0,0,0
46,1,0,0,0,0
48,1,0,0,0,0
54,1,0,0,0,0
53,2,0,0,0,0
48,1,0,0,0,0
44,2,0,0,0,0
50,2,2,0,0,0
57,1,0,0,0,0
53,2,0,0,0,0
58,1,0,0,0,0
52,2,0,0,0,0
49,1,0,0,0,0
57,1,0,0,0,0
56,2,0,0,0,0
58,2,0,0,0,0
48,1,0,0,0,0
56,2,0,0,0,0
59,2,0,0,0,0
55,1,0,0,0,0
60,2,0,0,0,0
54,1,0,0,0,0
54,1,0,0,0,0
52,1,0,0,0,0
55,1,0,0,0,0
52,2,0,0,0,0
59,1,0,0,0,0
58,2,0,0,0,0
54,2,0,0,0,0
52,1,0,0,0,0
48,2,0,0,0,0
52,1,0,0,0,0
58,1,1,0,0,0
57,2,2,0,0,0
55,1,0,0,0,0
51,1,3,2,2,0
54,2,1,0,0,0
59,2,0,0,0,0
51,2,0,0,0,0
55,1,0,0,2,0
51,2,0,0,0,0
58,2,0,0,2,0
47,2,0,0,0,0
54,1,0,0,0,0
51,1,2,2,2,0
57,1,0,0,0,0
44,2,0,0,0,0
54,2,0,0,0,0
55,2,0,0,2,0
52,2,0,0,0,0
60,1,0,0,0,0
47,2,0,0,0,0
47,1,0,0,0,0
55,2,0,0,0,0
52,1,0,0,0,0
53,2,0,0,0,0
55,2,0,0,0,0
52,1,0,0,0,0
53,1,0,0,0,0
54,1,0,0,0,0
54,2,0,0,2,0
54,2,0,0,0,0
48,2,0,0,0,0
53,2,0,0,0,0
49,2,0,0,0,0
52,2,0,0,0,0
58,1,0,0,0,0
49,1,0,2,2,0
50,1,0,0,0,0
48,1,0,0,0,0
52,2,0,0,0,0
49,1,0,0,0,0
51,1,0,0,2,0
54,2,0,0,0,0
51,1,0,0,0,0
50,1,0,0,0,0
48,2,0,0,0,0
49,2,0,0,0,0
53,1,0,0,0,0
58,1,0,0,0,0
49,2,0,0,0,0
46,2,0,0,0,0
49,1,0,0,0,0
51,1,0,0,0,0
51,2,0,0,0,0
49,1,0,0,0,0
57,1,0,0,0,0
50,2,0,0,0,0
57,1,0,0,0,0
51,2,0,0,0,0
60,1,0,0,0,0
49,2,0,0,0,0
56,2,2,0,0,0
53,1,0,0,0,0
54,2,1,0,0,0
46,1,0,0,0,0
50,1,0,0,0,0
51,1,0,0,0,0
55,2,0,0,0,0
55,1,0,0,0,0
54,1,0,0,0,0
56,1,0,0,0,0
54,2,0,0,0,0
59,2,0,0,0,0
54,2,0,0,0,0
48,1,0,0,0,0
52,1,1,0,0,0
56,2,0,0,0,0
48,1,0,0,2,0
55,1,1,0,0,0
49,2,0,0,0,0
54,2,2,2,2,0
53,1,0,0,0,0
51,2,0,0,0,0
58,2,0,0,0,0
57,2,0,0,0,0
53,1,0,0,0,0
50,2,1,3,2,0
54,1,0,0,0,0
54,2,0,0,0,0
56,1,0,0,0,0
53,1,0,0,0,0
43,2,0,0,0,0
59,2,0,0,0,0
58,1,1,0,0,0
51,1,0,0,0,0
49,1,0,0,0,0
47,1,0,0,0,0
48,2,0,0,0,0
56,2,1,2,0,0
50,2,0,0,0,0
45,2,0,0,0,0
56,2,0,0,0,0
50,2,0,0,0,0
56,1,0,0,0,0
51,2,0,0,0,0
54,2,0,0,0,0
54,1,0,0,0,0
51,1,0,0,0,0
61,1,0,0,0,0
59,2,0,0,0,0
53,1,2,2,2,0
58,2,0,0,0,0
59,1,0,0,0,0
53,2,0,0,0,0
49,1,0,0,0,0
51,1,0,0,0,0
58,1,0,0,0,0
49,2,1,0,0,0
52,2,0,0,0,0
48,2,0,0,0,0
52,1,0,0,0,0
52,2,1,0,0,0
58,2,0,0,0,0
46,2,0,0,0,0
54,1,0,0,0,0
50,2,0,0,0,0
56,2,0,0,0,0
51,2,0,0,0,0
58,1,0,0,0,0
55,1,0,0,0,0
57,1,0,0,0,0
48,2,0,0,0,0
55,1,0,0,0,0
51,2,1,2,2,0
58,1,0,0,2,0
51,1,0,0,0,0
60,2,0,0,0,0
62,2,0,0,0,0
51,1,0,0,0,0
57,2,0,0,0,0
53,1,0,0,0,0
44,2,2,0,0,0
52,2,0,0,0,0
54,1,0,0,0,0
52,2,0,0,2,0
49,1,0,0,0,0
49,2,2,2,2,0
49,3,0,0,0,0
51,2,0,0,0,0
50,2,0,0,0,0
50,1,0,0,0,0
51,1,0,0,0,0
49,1,0,0,0,0
48,1,1,0,0,0
48,1,0,0,0,0
51,1,0,0,0,0
55,1,0,0,0,0
48,2,0,0,0,0
52,1,0,0,0,0
57,1,0,0,0,0
55,1,2,0,0,0
51,2,0,0,0,0
55,1,0,0,0,0
57,2,0,0,0,0
46,1,0,0,0,0
57,1,0,0,0,0
45,2,0,0,0,0
51,2,0,0,2,0
59,1,0,0,0,0
53,1,0,0,0,0
50,2,0,0,0,0
50,2,0,0,2,0
58,2,0,0,0,0
47,1,0,0,0,0
54,1,0,0,0,0
49,2,0,0,0,0
54,1,0,0,0,0
53,2,1,0,0,0
55,2,0,0,0,0
52,2,0,0,0,0
55,2,0,0,0,0
56,1,0,0,0,0
57,1,1,0,0,0
53,2,0,0,0,0
55,1,1,0,0,0
52,1,0,0,0,0
53,1,0,0,0,0
54,2,0,0,0,0
55,1,4,3,2,0
54,2,0,0,0,0
46,1,0,0,0,0
50,1,0,0,0,0
52,2,0,0,0,0
47,1,0,0,0,0
58,2,0,0,0,0
54,2,0,0,0,0
54,2,1,0,0,0
50,2,0,0,0,0
50,1,0,0,0,0
57,1,0,0,0,0
52,2,1,2,0,0
50,2,3,3,2,0
51,1,0,0,0,0
55,1,0,0,0,0
56,2,2,2,2,0
54,2,0,0,0,0
51,2,0,0,0,0
57,1,0,0,0,0
57,2,0,0,0,0
50,2,0,0,0,0
53,2,0,0,0,0
50,2,0,0,0,0
52,2,1,0,0,0
50,2,0,0,0,0
56,1,0,0,0,0
53,2,0,0,0,0
51,2,0,0,0,0
58,2,1,0,0,0
55,2,0,0,0,0
49,2,0,0,0,0
52,2,1,2,2,0
53,2,0,0,0,0
50,1,0,0,0,0
53,2,0,0,2,0
53,2,0,0,0,0
60,2,0,0,0,0
46,2,0,0,0,0
52,2,0,0,2,0
45,2,1,0,0,0
56,2,0,0,0,0
52,1,0,0,0,0
54,2,0,0,0,0
56,1,0,0,0,0
53,1,0,0,2,0
55,2,0,0,0,0
52,1,0,0,0,0
52,2,0,0,0,0
55,1,0,0,0,0
58,2,0,0,0,0
50,2,0,0,0,0
52,2,0,0,0,0
56,1,0,0,0,0
52,2,0,0,0,0
57,2,0,0,0,0
46,1,0,0,0,0
54,2,0,0,0,0
57,1,0,0,0,0
55,1,0,0,0,0
54,1,0,0,0,0
50,2,0,0,0,0
54,3,0,0,0,0
47,2,0,0,0,0
52,1,0,0,0,0
52,2,0,0,0,0
54,2,0,0,0,0
55,1,0,0,0,0
50,2,2,2,4,0
59,2,0,0,0,0
53,2,0,0,0,0
59,2,0,0,0,0
50,1,0,0,0,0
51,2,1,0,0,0
47,1,0,0,0,0
54,1,0,0,0,0
52,1,0,0,0,0
46,1,0,2,2,0
51,1,1,2,2,0
56,2,1,2,0,0
50,1,0,0,0,0
52,1,0,0,0,0
52,2,0,0,0,0
56,1,1,0,0,0
55,1,0,0,0,0
54,2,0,0,0,0
48,1,0,0,0,0
56,2,0,0,0,0
48,2,0,0,0,0
47,2,0,0,0,0
53,2,0,0,0,0
56,1,1,2,2,0
56,2,0,0,0,0
49,2,0,0,0,0
50,2,0,0,0,0
54,2,0,0,0,0
52,2,0,0,0,0
49,2,1,2,0,0
54,2,2,2,0,0
52,2,0,0,0,0
54,1,0,0,2,0
51,2,0,0,0,0
49,1,0,0,0,0
49,1,0,0,0,0
46,1,0,0,0,0
55,1,0,0,0,0
53,2,0,0,0,0
52,1,0,0,0,0
57,1,1,2,0,0
48,1,0,2,2,0
50,1,0,0,0,0
54,1,4,4,4,0
47,2,0,0,0,0
57,1,0,0,0,0
44,1,0,0,0,0
54,2,0,0,0,0
52,2,1,0,0,0
53,2,0,0,0,0
55,2,0,0,0,0
55,2,0,0,0,0
56,2,1,2,0,0
47,2,0,0,0,0
51,2,0,0,0,0
54,2,0,0,0,0
48,2,1,0,0,0
55,1,0,0,0,0
51,1,0,0,2,0
51,2,0,0,0,0
52,1,1,2,0,0
53,1,0,0,0,0
53,2,0,0,0,0
53,1,0,0,0,0
47,2,0,0,0,0
57,2,0,0,2,0
51,1,0,0,0,0
52,1,0,0,0,0
53,2,0,0,0,0
53,2,0,0,0,0
53,1,1,1,0,0
47,2,2,0,0,0
55,2,0,0,0,0
48,2,0,0,0,0
51,1,0,0,0,0
48,1,1,2,0,0
50,2,0,0,0,0
54,1,0,0,0,0
48,2,0,0,0,0
44,1,0,0,2,0
49,1,0,0,0,0
50,1,0,0,0,0
54,3,0,0,0,0
54,2,0,0,0,0
53,2,0,0,0,0
54,2,0,0,0,0
50,1,0,0,0,0
44,2,1,0,2,0
52,1,0,0,0,0
41,2,0,0,0,0
56,1,0,0,0,0
52,2,0,0,0,0
43,2,0,0,0,0
51,1,0,0,0,0
50,2,1,0,0,0
53,1,0,0,0,0
49,2,0,0,0,0
52,2,0,0,0,0
44,2,0,0,0,0
49,2,0,0,0,0
55,2,0,0,0,0
51,1,0,0,0,0
51,2,0,0,0,0
61,2,1,2,0,0
52,2,0,0,0,0
55,1,0,0,0,0
53,1,0,0,0,0
54,3,0,0,0,0
51,1,0,0,0,0
54,1,0,0,0,0
53,1,0,0,0,0
53,2,0,0,0,0
56,1,0,0,0,0
49,2,0,0,0,0
45,2,2,0,0,0
51,1,0,0,0,0
49,1,0,0,0,0
53,1,0,0,0,0
55,2,0,0,0,0
51,3,0,0,2,0
54,1,0,0,0,0
50,2,0,0,0,0
52,2,2,0,0,0
56,1,3,2,2,0
51,1,0,0,0,0
55,1,0,0,0,0
54,2,0,0,0,0
54,1,0,0,0,0
52,2,0,0,4,0
54,2,0,0,0,0
56,2,4,4,3,0
50,2,2,0,0,0
52,2,2,2,2,0
48,2,0,0,0,0
55,2,2,0,0,0
55,2,0,0,0,0
53,1,0,0,2,0
52,2,0,0,0,0
50,2,0,0,0,0
63,2,0,0,0,0
54,1,2,2,0,0
58,2,0,0,0,0
54,1,0,0,0,0
55,2,0,0,0,0
57,2,0,0,0,0
52,1,0,0,0,0
52,1,0,0,0,0
55,2,0,0,0,0
51,2,0,0,0,0
49,1,0,0,0,0
59,1,0,0,0,0
44,2,0,0,0,0
50,2,0,0,0,0
50,2,0,0,0,0
53,2,1,0,0,0
49,1,1,2,2,0
56,2,0,0,0,0
54,2,0,0,0,0
52,1,1,0,0,0
50,1,0,0,0,0
45,1,0,0,0,0
51,1,0,0,0,0
54,1,0,0,0,0
51,1,0,0,0,0
50,1,0,0,0,0
46,1,1,2,2,0
50,2,0,0,0,0
50,2,1,4,3,0
49,1,0,0,0,0
50,2,0,0,0,0
45,1,0,0,0,0
51,2,0,0,0,0
51,1,0,0,0,0
54,2,0,0,0,0
48,2,0,0,0,0
46,1,0,0,0,0
52,2,0,0,0,0
47,2,0,0,0,0
53,2,0,0,0,0
53,2,0,0,0,0
53,2,0,0,0,0
51,2,0,0,0,0
47,2,0,0,0,0
55,2,0,0,0,0
47,2,0,0,0,0
42,2,2,0,0,0
56,2,0,0,0,0
60,2,1,0,0,0
48,2,0,0,0,0
51,2,0,0,0,0
57,2,4,4,3,0
48,2,0,0,2,0
53,1,0,0,0,0
53,2,0,0,0,0
55,2,0,0,0,0
56,3,0,0,0,0
54,2,0,0,0,0
50,2,2,2,2,0
49,2,2,2,2,0
51,2,0,0,0,0
55,1,0,0,0,0
51,1,0,0,0,0
51,2,0,0,0,0
59,1,1,0,0,0
44,2,0,0,0,0
52,1,0,0,0,0
50,1,0,0,0,0
55,2,0,0,0,0
54,2,0,0,0,0
56,1,0,0,2,0
47,2,1,0,0,0
55,2,0,0,0,0
50,1,0,0,0,0
50,1,0,0,0,0
52,2,1,0,0,0
53,1,1,0,0,0
55,2,0,0,0,0
52,2,0,0,0,0
53,2,0,0,0,0
46,1,0,0,0,0
55,1,0,0,0,0
56,2,0,0,0,0
49,2,0,0,0,0
46,1,0,0,0,0
59,1,0,0,0,0
55,1,2,2,0,0
53,1,0,0,0,0
51,1,1,0,0,0
52,1,0,0,0,0
51,2,0,0,0,0
53,2,0,0,0,0
51,1,0,0,2,0
49,2,0,0,0,0
56,2,0,0,0,0
52,2,0,0,0,0
47,2,0,0,0,0
58,1,0,0,0,0
53,1,0,0,0,0
56,1,0,0,0,0
50,2,0,0,0,0
51,1,0,0,0,0
57,1,0,0,0,0
53,1,0,0,0,0
53,2,0,0,2,0
52,1,0,0,0,0
45,1,0,0,0,0
52,1,0,0,2,0
54,1,0,0,0,0
52,2,0,0,0,0
53,2,0,0,0,0
56,2,0,0,0,0
46,2,0,0,0,0
51,1,0,0,0,0
54,1,0,0,0,0
50,1,0,0,0,0
50,2,0,0,0,0
48,2,0,0,0,0
57,1,0,0,0,0
57,2,0,0,0,0
51,2,0,0,0,0
56,3,0,0,0,0
52,1,0,0,0,0
54,1,0,0,0,0
54,1,0,0,0,0
57,2,0,0,0,0
61,2,0,0,2,0
55,2,0,0,0,0
52,2,0,0,0,0
56,2,0,0,0,0
55,1,0,0,0,0
54,2,0,0,0,0
51,2,0,0,0,0
48,1,0,0,0,0
51,1,0,0,0,0
52,1,1,2,2,0
59,2,0,0,0,0
51,1,2,0,0,0
56,2,1,2,2,0
51,2,0,0,0,0
58,2,0,0,0,0
54,1,0,0,0,0
54,1,2,2,0,0
56,2,1,0,0,0
52,2,0,0,0,0
58,2,0,0,0,0
56,2,0,0,0,0
55,2,2,0,0,0
51,2,0,0,0,0
57,1,0,0,2,0
57,1,0,0,0,0
47,1,0,0,0,0
49,2,0,0,0,0
49,2,0,0,0,0
53,1,0,0,0,0
53,1,0,0,0,0
50,2,0,0,0,0
56,1,0,0,0,0
53,2,0,0,0,0
51,2,0,0,0,0
59,1,0,0,0,0
55,2,0,0,0,0
51,2,0,0,0,0
51,1,0,0,0,0
54,1,0,0,0,0
57,1,0,0,0,0
51,1,0,0,0,0
56,1,0,0,0,0
52,1,0,0,0,0
50,2,0,0,0,0
52,1,0,0,0,0
54,2,0,0,0,0
52,2,0,0,0,0
55,2,0,0,0,0
53,2,0,0,0,0
57,1,0,0,0,0
47,2,0,0,0,0
47,2,0,0,0,0
51,2,0,0,0,0
53,1,0,0,0,0
52,2,0,0,0,0
50,2,0,0,0,0
52,2,0,0,0,0
53,1,0,0,0,0
48,1,0,0,2,0
56,1,1,0,2,0
54,2,0,0,0,0
49,2,0,0,0,0
54,2,0,0,0,0
61,1,0,0,2,0
57,1,1,0,0,0
49,1,0,0,0,0
46,2,1,0,0,0
51,2,1,2,2,0
56,1,0,0,0,0
56,2,0,0,2,0
50,1,1,0,0,0
42,2,0,0,0,0
54,2,0,0,0,0
54,2,0,0,0,0
48,2,0,0,0,0
50,2,0,0,0,0
58,1,0,0,0,0
46,1,0,0,0,0
54,1,1,0,0,0
48,2,0,0,0,0
51,1,2,2,2,0
54,1,0,0,0,0
57,2,0,0,0,0
52,2,0,0,0,0
54,2,0,0,0,0
49,1,0,0,0,0
47,2,0,0,0,0
52,1,0,0,0,0
54,2,2,0,0,0
54,2,0,0,0,0
46,1,0,0,0,0
47,1,0,0,0,0
51,2,1,2,2,0
55,1,1,2,2,0
56,1,0,0,0,0
51,1,0,0,0,0
56,2,0,0,0,0
51,1,0,0,0,0
54,2,0,0,0,0
57,2,0,0,0,0
52,1,0,0,0,0
55,1,1,0,0,0
59,2,2,0,0,0
46,1,0,0,0,0
59,2,0,0,0,0
55,2,0,0,0,0
52,2,0,0,0,0
50,2,0,0,0,0
56,2,1,2,2,0
50,2,0,0,0,0
61,1,0,0,0,0
51,2,0,0,0,0
58,2,0,0,0,0
50,1,0,0,0,0
54,1,0,0,0,0
58,1,0,0,0,0
54,2,0,0,0,0
58,1,0,0,0,0
54,2,0,0,0,0
55,2,0,0,0,0
53,1,0,0,0,0
49,2,0,0,0,0
53,2,0,0,0,0
51,1,1,0,0,0
54,1,0,0,0,0
59,2,0,0,0,0
47,2,0,0,0,0
54,2,0,2,0,0
58,2,0,0,0,0
49,2,0,0,0,0
50,2,0,0,0,0
53,2,1,2,0,0
52,1,0,0,0,0
49,2,0,0,0,0
57,2,0,0,0,0
56,2,0,0,0,0
50,1,0,0,0,0
53,1,0,0,0,0
56,1,0,0,0,0
56,1,0,0,0,0
53,2,0,0,0,0
50,2,0,0,0,0
52,2,0,0,0,0
57,1,0,0,0,0
47,2,0,0,0,0
51,2,0,2,0,0
51,1,0,0,0,0
49,2,0,0,0,0
54,1,1,0,0,0
56,1,0,0,0,0
55,1,0,0,0,0
54,2,0,0,0,0
51,1,0,0,0,0
46,1,0,0,0,0
49,1,0,0,0,0
43,1,1,2,2,0
51,2,0,0,0,0
45,1,0,0,0,0
50,2,0,0,0,0
